コード,略称,名称,名称,カタカナ,郵便番号,住所1,住所2,TEL,FAX,携帯,社員ID,社員氏名,アシスタントID,アシスタント氏名,適格事業者登録番号,免税事業者,事業所ID,事業所名,部署コード,部署名,得意先,一般仕入,外注仕入,得意先締日,支払サイクル,支払日,回収区分,基準金額,以上回収条件,以上手形サイト,以上回収方法,未満回収条件,未満手形サイト,未満回収方法,諸口売り,消費税算出区分,インボイス,消費税端数処理,金額端数処理,送り状単価印字,与信限度額,月間取引限度額,請求書発行優先,納品書発行優先,納品書書式,受注用FAX番号,ミルシート送付方法,相殺仕入先,請求書送付先,納品書送付先,領収書送付先,与信額登録先,ミルシート送付先,比重区分,重量計算区分,納品区分,納品号車,代表者氏名,代表者住所,業種1,業種2,業種3,取扱品目,創立年月日,資本金,従業員数,平均月商,粗利益率,決算売上額,納品締切日,取引銀行1,取引銀行2,取引銀行3,主要仕入先1,主要仕入先2,主要仕入先3,主要販売先1,主要販売先2,主要販売先3,仕入先締め日,支払サイクル2,支払日,基準金額,以上支払条件,以上手形サイト,未満支払条件,未満支払条件,附帯条件,消費税算出区分,消費税端数処理,金額端数処理,発注書FAX処理,発注書FAX送信番号,発注書担当者名,仕入納品区分,仕入号車,納品先,受注不可,使用不可,発注書形式,緯度,経度,登録日
11029,㈱アクア・プラント,㈱アクア・プラント,,ｱｸｱﾌﾟﾗﾝﾄ,611-0041,京都府宇治市槙島町吹前55-5,,0774-28-0344,0774-28-0343,,43,内田悠也,62,古谷紗代,,,1,本社,101,(大阪)営業１Ｇ,-1,,,31,翌々月,5,一律条件,\0,振込,,振込(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,10000,,PDF,PDF,納品書,,,,11029,11029,11029,11029,,通常,通常,1,1,安田　聡,京都府宇治市木幡南山66-22,機械器具設備工事業,管工事業,製缶業,,1999/4,"\5,000",5,"\11,700",\0,"\140,000",,京都中央信金　石田,京都信金　　西宇治,,,,,ユニチカ㈱,日立造船㈱,㈱ｴｲﾁｲｰｼｰｴﾝｼﾞﾆｱﾘﾝｸﾞ,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.90461,135.78949,07/05/21
1103,旭精機㈱,旭精機㈱,,ｱｻﾋｾｲｷ,520-3084,滋賀県栗東市小平井315-16,,077-552-0107,077-553-6749,,54,柴坂仁志,0,*,,,1,本社,111,総務統括Ｇ,-1,,,7,翌月,10,一律条件,\0,その他,,その他,,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,1103,1103,1103,1103,,通常,通常,81,,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,-1,-1,,35.036621,135.968445,05/01/01
11030,㈱阿部,㈱阿部,,ｱﾍﾞ,578-0901,大阪府東大阪市加納5-3-33,,072-872-8222,072-875-3656,,77,横田正勝,178,山田美紗,,,1,本社,101,(大阪)営業１Ｇ,-1,,,20,翌月,20,一律条件,\0,小切手,,集金(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,1500,,発行:郵送,通常,納品書,072-875-3656,郵送,,11030,11030,11030,11030,,通常,通常,67,17,阿部　源太郎,会社の2Fと3F,,,,,,"\10,000",6,\0,,\0,,,,,,,,トンプソン,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.698322,135.630356,05/01/01
11031,安部鋼材㈱,安部鋼材㈱,,ｱﾍﾞｺｳｻﾞｲ,536-0022,大阪府大阪市城東区永田3-4-24,,06-6969-0712,06-6969-0560,,54,柴坂仁志,0,*,,,1,本社,111,総務統括Ｇ,-1,-1,,20,翌月,15,一律条件,\0,その他,,送金(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,11031,11031,11031,11031,,通常,通常,0,,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,翌月,15,\100,支払手形(りそな),135,振込,27,,請求書,四捨五入,四捨五入,自動送信しない,,,67,,,0,0,B5,34.680286,135.556534,05/01/01
11032,麻生川製作所　麻生川,麻生川製作所　麻生川昇彰,,ｱｿｶﾞﾜｾｲｻｸｼｮ,538-0043,大阪府大阪市鶴見区今津南2-1-11,,06-6969-4027,06-6969-5201,,24,佐久田朝仁,58,南　智子,,,1,本社,101,(大阪)営業１Ｇ,-1,,,20,翌月,20,一律条件,\0,小切手,,集金(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,1000,,PDF,PDF,納品書,,,,11032,11032,11032,11032,,通常,通常,66,13,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.690235,135.570145,05/01/01
11033,曙産業㈱,曙産業㈱,,ｱｹﾎﾞﾉｻﾝｷﾞｮｳ,612-8452,京都府京都市伏見区中島堀端町97,,075-612-3951,075-612-5501,,22,西本竜之,62,古谷紗代,,,1,本社,101,(大阪)営業１Ｇ,-1,,,20,翌月,20,一律条件,\0,振込,,振込(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,,,PDF,PDF,納品書,,,,11033,11033,11033,11033,,通常,通常,1,1,森本　幸治,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,[308001 宝梱包 気付 ｱｸﾄﾌｧｲﾌﾞ 京都便 1号車] ,0,0,,34.946487,135.74881,05/01/01
11034,ｱﾗﾔ特殊金属㈱ｴﾅｶ分,ｱﾗﾔ特殊金属㈱ｴﾅｶ分,,ｱﾗﾔﾄｸｼｭｷﾝｿﾞｸｶﾌﾞｼｷｴﾅｶﾌﾞﾝ,,,,,,,99,木下誠,0,*,,,1,本社,105,営業開発,,-1,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,翌月,25,\100,支払手形(池田),125,振込,27,,明細,四捨五入,四捨五入,自動送信しない,,,"9,000",,,0,0,B5,,,09/03/26
11035,ｱﾗﾔ特殊金属㈱ﾏｽﾀﾞ分,ｱﾗﾔ特殊金属㈱ﾏｽﾀﾞ分,,ｱﾗﾔﾄｸｼｭｷﾝｿﾞｸﾏｽﾀﾞ,,,,,,,99,木下誠,0,*,,,1,本社,105,営業開発,,-1,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,翌月,25,\100,支払手形(池田),125,振込,27,,明細,四捨五入,四捨五入,自動送信しない,,,"9,000",,,0,0,B5,,,09/03/26
11036,㈱アルファー技研,㈱アルファー技研,,ｱﾙﾌｧｰｷﾞｹﾝ,577-0835,大阪府東大阪市柏田西2-14-43,,06-6725-4649,06-6725-2121,,77,横田正勝,0,*,,,1,本社,101,(大阪)営業１Ｇ,-1,,,31,翌月,31,一律条件,\0,振込,,振込(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,5000,,発行:郵送,通常,納品書,,,,11036,11036,11036,11036,,通常,通常,0,,中嶋直文,東大阪市岸田堂西2-8-21,金属加工,,,アルミ　　ステン,2002/5,"\10,000",15,"\1,500",\0,"\18,000",,大阪市信金　たつみ,,,加藤鋼材㈱,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.648071,135.566025,07/08/23
11037,㈲アイエンジ,㈲アイエンジ,,ｱｲｴﾝｼﾞ,569-1044,大阪府高槻市上土室3丁目15番104-204号,,072-693-8573,072-693-8579,,54,柴坂仁志,0,*,,,1,本社,111,総務統括Ｇ,-1,,,31,翌月,31,一律条件,\0,振込,,振込(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,2000,,発行:郵送,通常,納品書,,,,11037,11037,11037,11037,,通常,通常,0,,泉　信安,高槻市上土室3丁目15番104-204号,ﾌﾟﾗﾝﾄ設計/製作/据付,,,,2002/5,"\3,000",3,"\5,000",\23,"\90,412",,摂津水都信金　阿武山,,,乾工業,樹工業,大日商会,宮西設備,オーウェル,ｶﾝﾍﾟﾌﾟﾗﾝﾄｴﾝｼﾞﾆｱﾘﾝｸﾞ,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,[12101 乾工業　乾千昭　　　 未定 ] ,0,0,,34.855663,135.581879,08/04/07
11038,㈱浅田鉄工,㈱浅田鉄工,,ｱｻﾀﾞﾃｯｺｳ,577-0063,大阪府東大阪市川俣1-19-26,,06-6782-7078,06-6783-6170,,24,佐久田朝仁,58,南　智子,,,1,本社,101,(大阪)営業１Ｇ,-1,,,20,翌月,25,以上/未満,\100,受取手形(裏書),130,集金(本社),小切手,,集金(本社),あり,請求書,-1,四捨五入,四捨五入,印字しない,,,PDF,PDF,納品書,06-6783-6170,Ｅメール,,11038,11038,11038,11038,,通常,通常,67,17,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,,,[313001 ㈱大電 滋賀発→大阪 11号車] [313002 ㈲浅田鉄工　第二工場 未定 ] [313019 ㈱浅田鉄工ﾚｰｻﾞｰ工場 未定 ] [324013 牧電気商事㈱ 滋賀発→大阪 17号車] [324019 親和電気㈱　長谷部様 滋賀発→大阪 11号車] [324023 ㈱日本電商　防災東営業所 ﾖ(社内便） 13号車] [324026 神鋼建材鋼業内　㈱大電 滋賀発→大阪 15号車] [324038 ㈱大電　本社 宵積本社経由 16号車] [335001 ㈱大電　守口出張所 滋賀発→大阪 11号車] ,0,0,,34.681999,135.577576,05/01/01
11039,㈱旭ファクタ－,㈱旭ファクタ－,,ｱｻﾋﾌｧｸﾀ-,555-0011,大阪府大阪市西淀川区竹島5-2-7,,06-4808-8660,06-4808-8588,,54,柴坂仁志,0,*,,,1,本社,111,総務統括Ｇ,-1,,,7,翌月,31,一律条件,\0,現金,,集金(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,11039,11039,11039,11039,,通常,通常,0,,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.726002,135.449524,05/01/01
1104,アイセイハ－ド㈱,アイセイハ－ド㈱,,ｱｲｾｲﾊ-ﾄﾞ,454-0839,愛知県名古屋市中川区篠原橋通1-9,,052-361-6013,052-361-6145,,86,安居享子,15,吉川千晶,T3180001018698,,2,滋賀,201,(滋賀)営業２Ｇ,-1,,-1,31,翌々月,10,一律条件,\0,その他,,その他,,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,,,PDF,PDF,納品書,,,1104,1104,1104,1104,1104,,通常,通常,92,,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,翌月,25,\0,振込,,,0,,請求書,四捨五入,四捨五入,自動送信しない,,,85,,,0,0,B5(指定),35.140858,136.871262,05/01/01
11040,阿部産業㈱,阿部産業㈱,,ｱﾍﾞｻﾝｷﾞｮｳ,571-0003,大阪府門真市下馬伏47-2,,072-885-1501,072-885-1504,,99,木下誠,0,*,,,1,本社,105,営業開発,,-1,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,翌月,25,\100,支払手形(りそな),125,振込,27,,請求書,四捨五入,四捨五入,自動送信しない,,,"9,000",,,0,0,B5,34.728863,135.615295,09/03/26
11041,アトリエ・エヌ㈱,アトリエ・エヌ㈱,,ｱﾄﾘｴｴﾇ,350-0165,埼玉県比企郡川島町戸守80-1,,,,,54,柴坂仁志,0,*,,,1,本社,111,総務統括Ｇ,-1,,,25,翌々月,6,一律条件,\0,振込,,振込(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,10000,,指定請求書,指定納品書,納品書,,,,11041,11041,11041,11041,,通常,通常,0,,前田哲明,東京都渋谷区大山町45-18,ﾓﾆｭﾒﾝﾄ,公園施設等設計,,ﾓﾆｭﾒﾝﾄ・遊具,1993/12,"\10,000",12,"\20,000",\30,"\249,797",,東京三菱銀行　代々木上原支店,埼玉県信金　川島支店,,東北商事㈱,日伸金属鋼業所,藤倉ステンレス㈱,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,35.994072,139.446182,05/11/16
11042,㈲アクロス技研工業,㈲アクロス技研工業,,ｱｸﾛｽｷﾞｹﾝｺｳｷﾞﾖｳ,571-0002,大阪府門真市岸和田3-46-8,,072-887-5039,072-887-5048,,24,佐久田朝仁,58,南　智子,,,1,本社,101,(大阪)営業１Ｇ,-1,,,20,翌月,31,一律条件,\0,振込,,振込(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,4000,,PDF,PDF,納品書,,,,11042,11042,11042,11042,,通常,通常,67,11,村上　一俊,守口市寺方錦通3-5-10-308,製缶業,鈑金設備一式,,ステンレス鋼材,2005/6/2,"\5,000",4,"\5,000",\35,"\43,000",,三菱東京UFJ 守口,,,㈱庄和機工,信栄機鋼㈱,,㈱キャピタル,㈱熊田運送,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.725224,135.62175,06/11/15
11043,㈱アイワ製作所,㈱アイワ製作所,,ｱｲﾜｾｲｻｸｼｮ,573-1153,大阪府枚方市招堤大谷2-16-29,,0728-50-1458,0728-50-2626,,54,柴坂仁志,0,*,T2120001148923,,1,本社,111,総務統括Ｇ,-1,-1,,20,翌月,31,一律条件,\0,受取手形(発行),135,送金(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,3000,,指定請求書,通常,納品書,0728-50-2626,,11043,11043,11043,11043,11043,,通常,通常,67,11,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,翌月,25,\100,支払手形(りそな),125,振込,27,,明細,切捨,四捨五入,自動送信しない,0728-50-2626,,67,11,,0,0,B5,34.833862,135.695433,05/01/01
11044,尼崎工業㈱,尼崎工業㈱,,ｱﾏｶﾞｻｷｺｳｷﾞｮｳ,566-0073,大阪府摂津市鳥飼和道1丁目16-8,,072-654-4130,072-654-5948,,24,佐久田朝仁,52,河合薫子,,,1,本社,101,(大阪)営業１Ｇ,-1,,,20,翌月,20,一律条件,\0,振込,,振込(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,5000,,PDF,PDF,納品書,,Ｅメール,,11044,11044,11044,11044,,通常,通常,0,,蘇武　征武,尼崎市東難波町3丁目21-10,製缶配管業,,,ステンレス　丸棒　板丸材　パイプ,1964/7,"\10,000",20,"\20,000",\0,"\250,000",,三井住友　尼崎,,,杉本商事㈱,鍛冶平機工㈱,阪和工材,㈱カネカ大阪工場,㈱酉島製作所,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,[312116 ㈱カネカ大阪工場内 滋賀発→大阪 18号車] [312140 ダイキン工業㈱　淀川 未定 ] ,0,0,,34.76215,135.573807,10/07/23
11045,アリオメディカル㈱,アリオメディカル㈱,,ｱﾘｵﾒﾃﾞｨｶﾙ,561-0807,大阪府豊中市原田中1-7-9,,06-6335-7100,06-6841-7155,,24,佐久田朝仁,52,河合薫子,,,1,本社,101,(大阪)営業１Ｇ,-1,,,31,翌月,31,一律条件,\0,振込,,振込(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,500,,発行:郵送,通常,納品書,,,,11045,11045,11045,11045,,通常,通常,67,15,倉田　優,,整形外科用手術器械の,設計・製造・販売,,ステンレス,,"\16,000",10,"\8,167",\0,"\87,981",,尼崎信金　伊丹,,,白銅㈱,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.771854,135.457214,12/01/30
11046,アイセル㈱,アイセル㈱,,ｱｲｾﾙ,581-0068,大阪府八尾市跡部北の町1-2-16,,072-991-0450,072-994-7593,,77,横田正勝,0,*,,,1,本社,101,(大阪)営業１Ｇ,-1,,,20,翌月,20,以上/未満,\100,受取手形(発行),130,送金(本社),振込,,振込(本社),あり,請求書,-1,四捨五入,四捨五入,印字しない,2000,,発行:郵送,通常,納品書,,,,11046,11046,11046,11046,,通常,通常,0,,望月　貴司,八尾市栄町1-5-15,金属加工機械製造,,,パンチングマシーン　ベンディングマシーン　メカロック　カップリング,1975/4,"\98,800",130,"\200,000",\26,"\2,256,091",,三菱東京UFJ　八尾駅前,みずほ　八尾,,㈱ミスミ,ダイドー㈱,キーエンス㈱,大日本印刷㈱,㈱ミスミ,ダイドー㈱,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.618992,135.588058,13/07/09
11047,㈲アスカ,㈲アスカ,,ｱｽｶ,550-0015,大阪府大阪市西区南堀江1-11-9,,06-6536-5501,06-6536-5590,,48,佐々木久美子,0,*,,,1,本社,101,(大阪)営業１Ｇ,-1,,,31,翌月,31,一律条件,\0,振込,,振込(本社),振込,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,5000,,発行:郵送,通常,納品書,,,,11047,11047,11047,11047,,通常,通常,4,0,山中志郎,,鋳物用材料当の販売卸,,,電極材・加炭材,1992/7,"\3,000",4,"\90,000",\0,"\1,056,424",31,近畿大阪銀行堀江支店,,,東洋電化工業㈱,住友ベークライト㈱,花王クェーカー㈱,㈱クボタ,㈱栗本鉄工所,滲透工業㈱,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,0,0,[312195 ㈲ナカヤマ 滋賀発→大阪 19号車] ,0,0,,34.672153,135.49614,16/07/25
11048,旭鉄工所,旭鉄工所,,ｱｻﾋﾃｯｺｳｼｮ,581-0055,大阪府八尾市跡部南の町1-1-37,,0729-23-0866,0729-92-3964,,54,柴坂仁志,0,*,,,1,本社,111,総務統括Ｇ,-1,,,20,翌月,15,一律条件,\0,その他,,振込(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,11048,11048,11048,11048,,通常,通常,0,,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.613873,135.581345,05/01/01
11049,㈱浅田合金製作所,㈱浅田合金製作所,,ｱｻﾀﾞｺﾞｳｷﾝｾｲｻｸｼｮ,601-8366,京都府京都市南区吉祥院石原西町36,,075-681-8361,075-671-7859,,54,柴坂仁志,0,*,,,1,本社,111,総務統括Ｇ,-1,,,15,翌月,10,一律条件,\0,振込,,振込(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,,,指定請求書,指定納品書,納品書,,,,11049,11049,11049,11049,,通常,通常,1,1,浅田周昭,京都市南区東九条石田町39-3,青銅製ﾊﾞﾙﾌﾞ製造,,,青銅鋳物,,"\13,125",5,"\18,000",\0,"\207,729",,東京三菱銀行　伏見支店,,,ヤマト精鋳,阪根商事,,日立製作所,岩谷産業,神戸製鋼所,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.963657,135.727249,05/11/08
1105,旭商工㈱,旭商工㈱,,ｱｻﾋｼｮｳｺｳ,520-3045,滋賀県栗東市高野293-3,,077-553-8021,077-553-8025,,89,奥井淳一,173,西村奈那香,,,2,滋賀,201,(滋賀)営業２Ｇ,-1,,,20,翌月,31,一律条件,\0,振込,,振込(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,,,PDF,通常,納品書,0775538025,,,401105,1105,1105,1105,,通常,通常,81,,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,35.0336,136.01181,05/01/01
11050,㈲アラキ,㈲アラキ,,ｱﾗｷ,557-0063,大阪府大阪市西成区南津守5-6-77,,06-6658-0423,06-6658-8257,,75,池村友宏,53,中尾真梨子,,,1,本社,101,(大阪)営業１Ｇ,-1,,,31,翌々月,10,一律条件,\0,その他,,集金(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,11050,11050,11050,11050,,通常,通常,67,19,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,,,,0,0,,34.631313,135.477203,05/01/01
11051,アイステン製作所　,アイステン製作所　,,ｱｲｽﾃﾝｾｲｻｸｼｮ ,601-8142,京都府京都市南区上鳥羽大物町50,,075-662-3539,075-662-3549,,43,内田悠也,62,古谷紗代,,,1,本社,101,(大阪)営業１Ｇ,-1,,,20,翌月,25,一律条件,\0,小切手,,送金(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,11051,11051,11051,11051,,通常,通常,1,1,渡辺　一繁,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,[308073 東洋製作所 京都便 1号車] [308102 山田製作所 京都便 1号車] ,0,0,,34.968746,135.751328,05/01/01
11052,㈱アロイ,㈱アロイ,,ｱﾛｲ,730-0011,広島県広島市中区基町5-44,,082-502-6800,082-502-6801,,9,中嶋康夫,0,*,,,1,本社,105,営業開発,-1,,,20,翌月,25,一律条件,\0,その他,,送金(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,11052,11052,11052,11052,,通常,通常,0,,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.400051,132.453751,05/01/01
11053,㈱アワジ,㈱アワジ,,ｱﾜｼﾞ,661-0026,兵庫県尼崎市水堂町4-2-19,,06-6437-5442,06-6437-1844,,77,横田正勝,0,*,,,1,本社,101,(大阪)営業１Ｇ,-1,,,31,翌月,31,以上/未満,\100,受取手形(発行),120,送金(本社),振込,,振込(本社),あり,請求書,-1,四捨五入,四捨五入,印字しない,4000,,発行:郵送,通常,納品書,,,,11053,11053,11053,11053,,通常,通常,67,15,仲田昌伸,西宮市高木東町13-5,製造販売,,,各種自動定量包装機,1966/7,"\10,000","18,500","\23,000",\0,"\265,000",,三井住友銀行　立花支店,,,スギモト,鋼商,,松本油脂製薬㈱,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.739815,135.386993,05/06/20
11054,アイティシー㈱,アイティシー㈱,,ｱｲﾃｨｼｰ,650-0012,兵庫県神戸市中央区北長狭通5-1-13-102,,078-361-1890,078-361-9002,,90,清水励,58,南　智子,,,1,本社,111,総務統括Ｇ,-1,,,31,翌月,31,一律条件,\0,振込,,振込(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,2000,,発行:郵送,通常,納品書,,,,11054,11054,11054,11054,,通常,通常,0,,田所　輝明,西宮市柏堂西町4-23,金属加工製品販売,ステンレス鋼材　販売,,ステンレス鋼材,1993/2,"\50,000",6,"\25,000",\15,"\320,000",,三井住友　三宮,,,愛鉄社金属有限公司,,,鹿島建設,積水ハウス,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,[399034 中井工業㈱ 未定 ] ,0,0,,34.694035,135.19313,09/09/29
11055,㈲アズマ工業所,㈲アズマ工業所,,ｱｽﾞﾏｺｳｷﾞｮｳｼｮ,581-0039,大阪府八尾市太田新町8-200,,0729-49-7965,0729-48-1654,,23,藤見拓也,58,南　智子,,,1,本社,101,(大阪)営業１Ｇ,-1,,,31,翌月,31,以上/未満,\200,受取手形(発行),105,集金(本社),現金,,集金(本社),あり,請求書,-1,四捨五入,四捨五入,印字しない,6000,,PDF,PDF,納品書,,郵送,,11055,11055,11055,11055,,通常,通常,67,14,東新ニ,尼崎市琴浦町19,製缶鈑金業,,,ステンレス304　316L,1973,"\5,000",5,"\5,000",\30,"\80,000",,大阪信金　八尾支店,,,河合メタル㈱,,,カンケンテクノ㈱,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,[313052 三宅工業㈱ 滋賀発→大阪 17号車] [72003 三宅工業㈱ 滋賀発→大阪 17号車] ,0,0,,34.594048,135.601715,05/11/15
11056,ア－ト．タケウチ　竹,ア－ト．タケウチ　竹内一浩,,ｱ-ﾄﾀｹｳﾁ ﾀｹｳﾁｶｽﾞﾋﾛ,566-0052,大阪府摂津市鳥飼本町5-1-11,,0726-53-6715,0726-53-6715,,54,柴坂仁志,0,*,,,1,本社,111,総務統括Ｇ,-1,,,31,翌々月,15,一律条件,\0,小切手,,集金(本社),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,11056,11056,11056,11056,,通常,通常,0,,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.778179,135.577286,05/01/01
